name,CountryCode,id,lat,lon,1961 green,1962 green,1963 green,1964 green,1965 green,1966 green,1967 green,1968 green,1969 green,1970 green,1971 green,1972 green,1973 green,1974 green,1975 green,1976 green,1977 green,1978 green,1979 green,1980 green,1981 green,1982 green,1983 green,1984 green,1985 green,1986 green,1987 green,1988 green,1989 green,1990 green,1991 green,1992 green,1993 green,1994 green,1995 green,1996 green,1997 green,1998 green,1999 green,2000 green,2001 green,2002 green,2003 green,2004 green,2005 green,2006 green,2007 green,2008 green,2009 green,2010 green,2011 green,2012 green,1961 blue,1962 blue,1963 blue,1964 blue,1965 blue,1966 blue,1967 blue,1968 blue,1969 blue,1970 blue,1971 blue,1972 blue,1973 blue,1974 blue,1975 blue,1976 blue,1977 blue,1978 blue,1979 blue,1980 blue,1981 blue,1982 blue,1983 blue,1984 blue,1985 blue,1986 blue,1987 blue,1988 blue,1989 blue,1990 blue,1991 blue,1992 blue,1993 blue,1994 blue,1995 blue,1996 blue,1997 blue,1998 blue,1999 blue,2000 blue,2001 blue,2002 blue,2003 blue,2004 blue,2005 blue,2006 blue,2007 blue,2008 blue,2009 blue,2010 blue,2011 blue,2012 blue
Tajikistan,208,762,39,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233770,279544,263999,204646,179457,173023,180242,152176,149996,226464,257726,268197,268920,231728,217021,213794,179258,142095,148492,169378,189529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647284,1969831,1860296,1442059,1264561,1219223,1270091,1072320,1056963,1595802,1816088,1889874,1894973,1632892,1529258,1506517,1263156,1001283,1046360,1193538,1335537
Thailand,216,764,15,100,135291,145888,171674,173440,211237,313676,285064,413643,154365,94668,143062,174500,100330,199146,101546,94799,320600,262873,504104,680232,620758,430980,421149,280560,358577,202268,262531,372763,303182,341579,454527,350328,235165,275198,285244,265431,180152,142730,122171,128798,214112,49789,48546,50552,49683,35854,33618,33558,31403,29926,25433,26493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The former Yugoslav Republic of Macedonia,154,807,41.8333,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,15,15,6,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,176,626,-8.55,125.5167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,217,768,8,-85099,36519,37913,27620,37711,38828,38791,47171,32124,41585,23112,25747,32124,25140,39107,48884,44536,32124,22638,59426,96770,111261,104917,147981,133831,298663,342445,415843,389649,435155,457340,522435,533602,506542,659596,543589,667568,838336,890424,637076,631163,774821,898692,909499,901387,311759,190797,235732,148422,130449,203184,387787,326516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokelau,218,772,-9,-172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,219,776,-20,-175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,220,780,11,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,222,788,34,9,1602,1257,1212,1139,551,478,74,257,1213,257,1213,,,,,,,,,,,,,,,,,748,949,2435,3551,3433,3674,9604,8233,11525,7203,6135,5462,5493,6466,5561,4984,6324,6514,4754,4807,3933,3121,4082,4696,4719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,223,792,39,35,284669,327874,342736,433801,432490,507046,525704,577772,530940,530940,692877,721487,680701,794269,637128,630262,763060,630492,632094,663675,647747,649074,692877,769863,687568,687568,712503,862778,818975,868884,742555,759531,789362,822106,1114528,1035246,1082317,1158872,1033269,1150246,1196570,1292103,1199440,1231040,1132164,1282702,1141147,893408,847182,1055907,1267089,1131437,1394831,1606529,1679351,2125554,2119128,2484443,2575861,2830986,2601519,2601519,3394982,3535165,3335323,3891788,3121823,3088178,3738865,3089304,3097154,3251899,3173853,3180357,3394982,3772202,3368967,3368967,3491148,4227468,4012843,4257386,3638394,3721575,3867743,4028183,5461003,5072535,5303171,5678279,5062845,5636013,5862993,6331089,5877054,6031891,5547414,6285026,5591429,4377549,4151049,5173771,6208525,5543854
Turkmenistan,213,795,40,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1152370,1146017,1143608,1113548,382251,554272,460865,813137,749868,1054126,671360,685955,963256,961605,671360,913733,964297,642396,657095,568866,577953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5507016,5476659,5465146,5321494,1826726,2648788,2202411,3885869,3583516,5037524,3208337,3278084,4603267,4595378,3208337,4366602,4608240,3069924,3140169,2718534,2761960
Turks and Caicos Islands,224,796,21.75,-71.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,227,798,-8,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USSR,228,810,61.766194,85.078125,3877016,3750171,4458683,4560533,4903125,5199008,5165121,5070068,4867169,5508486,5996122,6045105,6343770,6477025,6735754,6680732,6983293,7005187,6659937,7259190,7536468,7256214,6843478,6247718,7153672,6788973,6392360,7101480,6926865,6628007,6218379,,,,,,,,,,,,,,,,,,,,,,13890030,13435588,15973946,16338839,17566231,18626281,18504873,18164332,17437414,19735033,21482068,21657559,22727574,23204980,24131917,23934793,25018765,25097204,23860292,26007212,27000605,25996551,24517856,22383450,25629176,24322583,22901653,25442189,24816602,23745896,22278341,,,,,,,,,,,,,,,,,,,,,
Uganda,226,800,1,32,2694123,1342271,2612716,2761291,3179176,3234570,3161545,2509380,3077655,3465653,3064535,3048491,3184871,2005586,1279564,990759,553542,816327,244681,164458,204570,204570,399165,481643,656255,356196,232382,200115,192270,236304,329103,273070,445042,463197,475620,688375,459954,590486,632539,868007,564958,842387,846601,971736,775615,986912,494974,903248,535019,1004323,1828343,701928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,230,804,49,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,225,784,24,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,229,826,54,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Republic of Tanzania,215,834,-6,35,705750,817769,1002866,1119897,1410951,1658901,1490852,1080788,1462761,1633131,1375502,1647454,1395512,1512214,886302,1411730,1124440,1177727,1211242,1211929,937575,902243,938667,1093349,736170,1536156,1664856,1337792,795023,1025913,1901451,1883758,1047426,889666,1778178,1788923,1464035,774372,743103,866777,1706470,1228838,1110075,2354147,2615183,917035,1463502,2579198,1846531,2003925,1134974,2083589,38620,44750,54879,61283,77211,90779,81583,59143,80046,89369,75271,90153,76366,82752,48501,77253,61532,64448,66282,66320,51306,49373,51366,59831,40285,84062,91105,73207,43506,56140,104052,103084,57318,48685,97306,97894,80116,42376,40664,47432,93382,67245,60746,128825,143109,50182,80086,141140,101047,109660,62109,114019
United States Virgin Islands,240,850,18.3333,-64.8333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,231,840,38,-97,18659059,19327413,19847114,19720544,19423651,12459286,9783497,14314841,12978879,13189438,13595081,17685432,16686444,14872745,10682412,13628062,18480129,14007872,18892961,14413053,20343350,15460948,10040376,16779134,17327788,12541551,19025188,19884782,15659995,19921349,22727782,20833233,20813678,25290098,22975300,24247277,23960743,17889126,21690871,21973965,25860811,21835315,23229626,29391195,30039590,26345562,24167235,16067518,15317945,22713128,19721429,20795810,7972405,8257971,8480022,8425943,8299090,5323445,4180168,6116263,5545450,5635415,5808733,7556407,7129571,6354637,4564245,5822825,7895955,5985105,8072344,6158226,8692048,6605957,4289924,7169175,7403597,5358595,8128840,8496117,6691003,8511741,9710838,8901359,8893004,10805631,9816594,10360068,10237642,7643438,9267799,9388756,11049478,9329516,9925259,12557896,12834934,11256597,10325869,6865125,6544857,9704577,8426321,8885369
Uruguay,234,858,-33,-56,2737,5140,10243,10999,6896,5153,4230,3795,2888,3728,3761,5978,11301,4601,3369,3482,2940,3049,1612,397,80,65,48,99,590,2183,662,714,880,561,561,2322,,,,,,,,,,,,,,,,,,,,,46,86,171,184,115,86,71,64,48,62,63,100,189,77,56,58,49,51,27,7,1,1,1,2,10,37,11,12,15,9,9,39,,,,,,,,,,,,,,,,,,,,
Uzbekistan,235,860,41,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295406,1342615,1274407,1280774,1094503,1114590,1134351,1065449,988343,1037487,1020331,950977,1162020,1256458,1187037,1157749,1257524,1104119,1122004,1008930,1064529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12334514,12784026,12134569,12195194,10421569,10612831,10800988,10144923,9410743,9878675,9715327,9054956,11064449,11963664,11302658,11023780,11973808,10513130,10683431,9606762,10136165
Vanuatu,155,548,-16,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela (Bolivarian Republic of),236,862,8,-66,76806,103616,92478,113165,130763,110819,117260,116491,135470,123285,147283,165924,191896,214058,278234,188305,185144,175419,151194,152694,79582,56364,113051,131774,244448,273972,173187,219701,277774,276431,236010,217822,146643,164546,109198,136502,192247,99495,66966,12693,16857,21863,33509,58273,52927,46072,42860,30017,26906,27030,14226,15649,34209,46150,41189,50403,58242,49359,52227,51885,60338,54911,65600,73902,85470,95341,123925,83870,82463,78131,67341,68009,35446,25104,50352,58692,108877,122026,77137,97854,123720,123122,105118,97017,65314,73288,48637,60798,85627,44315,29827,5654,7508,9738,14925,25955,23574,20520,19090,13369,11984,12039,6336,6970
Viet Nam,237,704,16,106,22095,21445,20470,19496,17871,13257,12997,12997,11697,9748,6823,6499,5849,6499,14297,14622,18781,19561,14492,13712,15012,22550,26579,29438,28918,29893,27749,27164,21445,20145,53938,83181,33792,56537,116324,72783,90979,142967,144267,122172,218350,259941,228098,167662,217700,185858,104626,51988,78632,81232,83125,57375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wallis and Futuna Islands,243,876,-13.3,-176.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Sahara,205,732,24.2155270,-12.8858340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen,249,887,15,48,28776,37442,48507,31568,57805,21441,25024,17074,30978,29574,49944,52058,63206,66081,49804,47723,26544,34783,31047,18446,36892,39767,39767,34400,11068,35358,35358,14405,24040,14459,13449,23281,26080,20447,22802,29416,36245,43415,46063,51046,53531,53135,53657,36028,37930,40581,43020,44489,45903,46177,50361,37984,92592,120478,156079,101574,185997,68989,80518,54940,99678,95160,160703,167506,203377,212629,160253,153556,85409,111922,99899,59353,118706,127957,127957,110688,35612,113772,113772,46350,77352,46524,43275,74910,83916,65792,73369,94651,116623,139695,148215,164250,172247,170972,172651,115926,122045,130577,138425,143150,147700,148581,162044,122221
Yugoslav SFR,248,891,43.925783,17.605005,18244,18488,27118,22431,16621,17884,30961,26133,28202,36550,30458,21662,23453,21122,19330,15409,8804,5108,4329,1792,2755,2675,2219,2654,2685,2855,1263,1187,2064,215,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,251,894,-13.1338970,27.8493320,,,1185,3175,4243,10716,3596,8154,12864,10687,22431,16604,9132,4551,5082,7479,15765,20651,30173,30342,34743,25859,41906,88813,61196,67427,40522,118096,106280,61841,98380,52272,92602,64049,31318,74814,128691,119173,285667,116303,128228,148936,182555,219444,271006,223605,260885,234701,253499,199199,244596,502204,,,2,5,6,16,5,12,19,16,34,25,14,7,8,11,24,31,46,46,53,39,63,135,93,102,61,179,161,94,149,79,140,97,47,113,195,181,433,176,194,226,277,332,411,339,395,356,384,302,371,761
Zimbabwe,181,716,-20,30,10190,4387,27278,50889,126948,202390,346814,439338,1219114,751594,1059493,1257240,984349,1445203,1293485,1080605,1094538,1262984,1104199,1197836,1297154,1025652,1114107,1986649,2257721,1954245,1903956,2540397,2036962,1469866,1571175,469406,1478927,1325981,801732,1913840,2212543,2075729,2232261,2738790,2751681,1600138,1830672,2258940,1617553,1588111,1771381,2564159,1768826,840512,2007495,2127434,91,39,243,453,1129,1800,3085,3908,10845,6686,9425,11184,8756,12856,11506,9612,9736,11235,9822,10655,11539,9124,9910,17672,20083,17384,16937,22598,18120,13075,13976,4176,13156,11795,7132,17024,19682,18465,19857,24363,24477,14234,16285,20094,14389,14127,15757,22809,15735,7477,17858,18924
