name,CountryCode,id,lat,lon,1961 green,1962 green,1963 green,1964 green,1965 green,1966 green,1967 green,1968 green,1969 green,1970 green,1971 green,1972 green,1973 green,1974 green,1975 green,1976 green,1977 green,1978 green,1979 green,1980 green,1981 green,1982 green,1983 green,1984 green,1985 green,1986 green,1987 green,1988 green,1989 green,1990 green,1991 green,1992 green,1993 green,1994 green,1995 green,1996 green,1997 green,1998 green,1999 green,2000 green,2001 green,2002 green,2003 green,2004 green,2005 green,2006 green,2007 green,2008 green,2009 green,2010 green,2011 green,2012 green,1961 blue,1962 blue,1963 blue,1964 blue,1965 blue,1966 blue,1967 blue,1968 blue,1969 blue,1970 blue,1971 blue,1972 blue,1973 blue,1974 blue,1975 blue,1976 blue,1977 blue,1978 blue,1979 blue,1980 blue,1981 blue,1982 blue,1983 blue,1984 blue,1985 blue,1986 blue,1987 blue,1988 blue,1989 blue,1990 blue,1991 blue,1992 blue,1993 blue,1994 blue,1995 blue,1996 blue,1997 blue,1998 blue,1999 blue,2000 blue,2001 blue,2002 blue,2003 blue,2004 blue,2005 blue,2006 blue,2007 blue,2008 blue,2009 blue,2010 blue,2011 blue,2012 blue
USSR,228,810,61.766194,85.078125,17.82,16.97,19.87,20.04,21.28,22.3,21.93,21.33,20.29,22.75,24.53,24.5,25.47,25.76,26.55,26.11,27.05,26.91,25.36,27.41,28.2,26.91,25.15,22.76,25.82,24.28,22.65,24.94,24.14,22.96,21.45,,,,,,,,,,,,,,,,,,,,,,63.84,60.79,71.2,71.81,76.23,79.91,78.58,76.4,72.68,81.5,87.89,87.78,91.25,92.3,95.13,93.53,96.93,96.41,90.87,98.18,101.04,96.42,90.12,81.53,92.5,86.97,81.13,89.34,86.49,82.26,76.85,,,,,,,,,,,,,,,,,,,,,
Uganda,226,800,1,32,384.49,185.4,348.97,356.48,396.7,390.04,368.44,282.81,335.88,366.89,315.28,305.22,310.51,190.39,118.18,88.94,48.26,69.07,20.09,13.1,15.82,15.35,29.06,33.96,44.76,23.46,14.77,12.26,11.36,13.48,18.13,14.53,22.9,23.07,22.93,32.16,20.83,25.92,26.91,35.76,22.52,32.47,31.54,35,27,33.22,16.11,28.42,16.28,29.55,52.02,19.31,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Ukraine,230,804,49,32,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
United Arab Emirates,225,784,24,54,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
United Kingdom,229,826,54,-2,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
United Republic of Tanzania,215,834,-6,35,68.04,76.54,91.13,98.77,120.77,137.81,120.18,84.52,110.93,120.04,97.94,113.58,93.14,97.72,55.47,85.6,66.08,67.08,66.88,64.85,48.62,45.34,45.72,51.61,33.69,68.19,71.71,55.9,32.21,40.26,72.2,69.16,37.2,30.61,59.38,58.12,46.35,23.92,22.39,25.48,48.9,34.32,30.2,62.34,67.36,22.96,35.59,60.9,42.31,44.56,24.48,43.61,3.72,4.19,4.99,5.4,6.61,7.54,6.58,4.63,6.07,6.57,5.36,6.22,5.1,5.35,3.04,4.68,3.62,3.67,3.66,3.55,2.66,2.48,2.5,2.82,1.84,3.73,3.92,3.06,1.76,2.2,3.95,3.78,2.04,1.67,3.25,3.18,2.54,1.31,1.23,1.39,2.68,1.88,1.65,3.41,3.69,1.26,1.95,3.33,2.32,2.44,1.34,2.39
United States Virgin Islands,240,850,18.3333,-64.8333,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
United States of America,231,840,38,-97,98.58,100.62,101.91,99.96,97.27,61.7,47.95,69.47,62.4,62.84,64.19,82.77,77.41,68.39,48.68,61.53,82.66,62.05,82.88,62.62,87.52,65.86,42.35,70.07,71.64,51.33,77.08,79.74,62.16,78.27,88.41,80.24,79.35,95.41,85.72,89.4,87.25,64.34,77.08,77.21,89.94,75.22,79.31,99.47,100.75,87.54,79.55,52.4,49.49,72.74,62.63,65.5,42.12,42.99,43.54,42.71,41.56,26.36,20.49,29.68,26.66,26.85,27.43,35.37,33.08,29.22,20.8,26.29,35.32,26.51,35.41,26.75,37.39,28.14,18.09,29.94,30.61,21.93,32.93,34.07,26.56,33.44,37.77,34.28,33.91,40.77,36.62,38.2,37.28,27.49,32.93,32.99,38.43,32.14,33.89,42.5,43.05,37.4,33.99,22.39,21.15,31.08,26.76,27.98
Uruguay,234,858,-33,-56,1.06,1.97,3.89,4.13,2.56,1.89,1.54,1.37,1.03,1.33,1.33,2.12,4,1.63,1.19,1.23,1.03,1.06,0.56,0.14,0.03,0.02,0.02,0.03,0.2,0.72,0.22,0.23,0.29,0.18,0.18,0.74,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,0.02,0.03,0.07,0.07,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.04,0.07,0.03,0.02,0.02,0.02,0.02,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Uzbekistan,235,860,41,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.16,60.96,56.65,55.8,46.81,46.85,46.93,43.46,39.81,41.34,40.28,37.21,45.07,48.24,45.06,43.41,46.54,40.31,40.4,35.84,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.79,580.49,539.36,531.36,445.73,446.1,446.86,413.77,379.02,393.59,383.49,354.35,429.12,459.36,429.09,413.36,443.1,383.79,384.73,341.25,355.14
Vanuatu,155,548,-16,167,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Venezuela (Bolivarian Republic of),236,862,8,-66,9.76,12.68,10.91,12.88,14.38,11.78,12.06,11.6,13.06,11.5,13.28,14.45,16.15,17.4,21.84,14.27,13.54,12.4,10.34,10.11,5.12,3.52,6.88,7.81,14.11,15.4,9.48,11.71,14.43,14,11.67,10.53,6.93,7.61,4.94,6.05,8.35,4.24,2.8,0.52,0.68,0.86,1.3,2.22,1.98,1.69,1.55,1.07,0.94,0.93,0.48,0.52,4.35,5.65,4.86,5.74,6.4,5.25,5.37,5.17,5.82,5.12,5.91,6.44,7.19,7.75,9.73,6.36,6.03,5.52,4.6,4.51,2.28,1.57,3.07,3.48,6.29,6.86,4.22,5.21,6.43,6.24,5.2,4.69,3.09,3.39,2.2,2.7,3.72,1.89,1.25,0.23,0.3,0.38,0.58,0.99,0.88,0.75,0.69,0.48,0.42,0.41,0.21,0.23
Viet Nam,237,704,16,106,0.65,0.61,0.57,0.53,0.47,0.34,0.32,0.31,0.27,0.22,0.15,0.14,0.12,0.14,0.29,0.29,0.37,0.37,0.27,0.25,0.27,0.39,0.45,0.49,0.47,0.47,0.43,0.41,0.32,0.29,0.77,1.16,0.46,0.76,1.53,0.94,1.16,1.81,1.8,1.51,2.67,3.15,2.74,1.99,2.56,2.17,1.21,0.6,0.89,0.91,0.92,0.63,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Wallis and Futuna Islands,243,876,-13.3,-176.2,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Western Sahara,205,732,24.2155270,-12.8858340,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
Yemen,249,887,15,48,5.55,7.1,9.03,5.77,10.37,3.78,4.33,2.9,5.17,4.85,8.06,8.28,9.88,10.13,7.46,6.95,3.74,4.74,4.08,2.33,4.49,4.65,4.46,3.71,1.15,3.53,3.4,1.33,2.13,1.23,1.09,1.79,1.9,1.42,1.52,1.89,2.25,2.62,2.7,2.91,2.97,2.86,2.81,1.84,1.88,1.96,2.03,2.05,2.06,2.03,2.16,1.59,17.86,22.84,29.05,18.56,33.37,12.15,13.92,9.33,16.63,15.61,25.94,26.63,31.8,32.61,24,22.36,12.05,15.25,13.12,7.51,14.44,14.95,14.36,11.93,3.69,11.35,10.93,4.29,6.86,3.95,3.49,5.74,6.11,4.57,4.89,6.08,7.25,8.43,8.7,9.37,9.55,9.22,9.05,5.91,6.06,6.32,6.54,6.6,6.64,6.53,6.95,5.12
Yugoslav SFR,248,891,43.925783,17.605005,0.97,0.98,1.42,1.17,0.86,0.92,1.58,1.32,1.42,1.83,1.51,1.07,1.14,1.02,0.93,0.73,0.41,0.24,0.2,0.08,0.12,0.12,0.1,0.12,0.12,0.12,0.05,0.05,0.09,0.01,0,,,,,,,,,,,,,,,,,,,,,,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,,,,,,,,,,,,,,,,,,,,,
Zambia,251,894,-13.1338970,27.8493320,    ,    ,0.35,0.91,1.18,2.9,0.94,2.08,3.17,2.55,5.18,3.7,1.97,0.95,1.02,1.46,2.97,3.77,5.33,5.19,5.75,4.15,6.51,13.38,8.95,9.58,5.59,15.86,13.9,7.88,12.24,6.35,10.99,7.43,3.54,8.25,13.81,12.44,29.03,11.51,12.37,14.02,16.76,19.64,23.63,18.98,21.54,18.84,19.77,15.07,17.94,35.68,    ,    ,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.04,0.02,0.02,0.02,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.02,0.03,0.05
Zimbabwe,181,716,-20,30,2.63,1.1,6.59,11.89,28.71,44.31,73.49,90.14,242.08,144.37,196.75,225.59,170.66,242.16,209.64,169.53,166.32,185.81,157.05,164.33,171.31,130.21,135.9,232.96,254.82,212.56,199.85,257.8,200.35,140.5,146.39,42.75,131.92,116.02,68.88,161.56,183.67,169.72,180.24,219.03,218.61,126.58,144.45,177.97,127.26,124.81,139.04,200.58,137.24,64.27,150.27,155.02,0.02,0.01,0.06,0.11,0.26,0.39,0.65,0.8,2.15,1.28,1.75,2.01,1.52,2.15,1.86,1.51,1.48,1.65,1.4,1.46,1.52,1.16,1.21,2.07,2.27,1.89,1.78,2.29,1.78,1.25,1.3,0.38,1.17,1.03,0.61,1.44,1.63,1.51,1.6,1.95,1.94,1.13,1.28,1.58,1.13,1.11,1.24,1.78,1.22,0.57,1.34,1.38
